Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1566162000.0 136.813 NA 110 396 0 NA NA NA NA 188 666 0 NA NA NA NA 710 16365 1753 NA NA NA NA 1213 8725 2103 NA NA NA
1566162000.0 136.814 NA 109 420 0 NA NA NA NA 185 738 0 NA NA NA NA 1228 23096 1568 NA NA NA NA 2296 10333 1784 NA NA NA
1566162000.0 136.82 NA 107 451 0 NA NA NA NA 185 890 0 NA NA NA NA 1106 36696 1949 NA NA NA NA 2296 21961 2945 NA NA NA
1566162000.0 136.824 NA 113 472 0 NA NA NA NA 186 938 0 NA NA NA NA 596 22764 1038 NA NA NA NA 1453 9061 1354 NA NA NA
1566162000.0 136.8311 NA 171 0 NA NA NA NA NA 294 0 NA NA NA NA NA 2251 171 NA NA NA NA NA 3725 805 NA NA NA NA
1566162000.0 136.832 NA 108 478 0 NA NA NA NA 185 961 0 NA NA NA NA 649 26340 1088 NA NA NA NA 612 11025 1535 NA NA NA
1566162000.0 136.836 NA 110 475 0 NA NA NA NA 197 931 0 NA NA NA NA 638 22459 1028 NA NA NA NA 5114 8458 1620 NA NA NA
1566162000.0 136.846 NA 109 395 0 NA NA NA NA 188 696 0 NA NA NA NA 1132 22010 1757 NA NA NA NA 2296 11395 2065 NA NA NA
1566162000.0 136.8521 NA 176 0 NA NA NA NA NA 294 0 NA NA NA NA NA 2521 145 NA NA NA NA NA 3568 420 NA NA NA NA
1566162000.0 136.858 NA 259 367 0 NA NA NA NA 368 692 0 NA NA NA NA 2973 6482 2214 NA NA NA NA 4062 8613 3432 NA NA NA
1566162000.0 1360.0 64 111 314 0 NA NA NA 133 598 615 0 NA NA NA 2713 1377 3346 1161 NA NA NA 3141 1387 4833 1901 NA NA NA
1566162000.0 140.0 67 118 193 0 NA NA NA 136 539 340 0 NA NA NA 8094 1086 1373 540 NA NA NA 8358 836 1703 692 NA NA NA
1566162000.0 158.1 NA 222 376 0 NA NA NA NA 601 731 0 NA NA NA NA 1529 4094 2030 NA NA NA NA 2244 5364 2795 NA NA NA
1566162000.0 158.2 NA 209 363 0 NA NA NA NA 600 771 0 NA NA NA NA 1807 4066 2138 NA NA NA NA 2470 5245 2566 NA NA NA
1566162000.0 158.3 NA 223 370 0 NA NA NA NA 600 723 0 NA NA NA NA 1662 4133 2018 NA NA NA NA 2321 5265 2729 NA NA NA
1566162000.0 19.0 NA 115 278 0 NA NA NA NA 592 640 0 NA NA NA NA 2766 3966 1011 NA NA NA NA 1785 4270 1453 NA NA NA
1566162000.0 2017.8 189 NA NA NA NA NA NA 323 NA NA NA NA NA NA 510 NA NA NA NA NA NA 1244 NA NA NA NA NA NA
1566162000.0 2018.8 186 NA NA NA NA NA NA 319 NA NA NA NA NA NA 498 NA NA NA NA NA NA 1378 NA NA NA NA NA NA
1566162000.0 203.0 NA 182 373 0 NA NA NA NA 571 678 0 NA NA NA NA 1990 5181 1099 NA NA NA NA 2318 5192 1459 NA NA NA
1566162000.0 21234.0 87 288 373 0 NA NA NA 152 453 692 0 NA NA NA 11395 4558 5060 1144 NA NA NA 7253 5111 5389 1323 NA NA NA
1566162000.0 23.0 NA 143 304 0 NA NA NA NA 590 615 0 NA NA NA NA 3175 4488 1007 NA NA NA NA 1510 3231 1166 NA NA NA
1566162000.0 250200.117 69 404 285 NA NA NA NA 139 671 646 NA NA NA NA 4401 6605 3724 NA NA NA NA 3065 2797 2967 NA NA NA NA
1566162000.0 26.0 NA 131 303 0 NA NA NA NA 591 666 0 NA NA NA NA 3042 4508 839 NA NA NA NA 1490 3484 1095 NA NA NA
