Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1566079200.0 134.906 NA 29 330 0 NA NA NA NA 103 704 0 NA NA NA NA 345 7434 993 NA NA NA NA 1074 3823 1102 NA NA NA
1566079200.0 134.907 NA 100 383 0 NA NA NA NA 214 764 0 NA NA NA NA 1622 7146 924 NA NA NA NA 2224 4517 991 NA NA NA
1566079200.0 134.908 NA 121 393 0 NA NA NA NA 226 673 0 NA NA NA NA 1554 7124 911 NA NA NA NA 2134 3591 982 NA NA NA
1566079200.0 134.909 NA 38 345 0 NA NA NA NA 103 651 0 NA NA NA NA 270 6161 974 NA NA NA NA 395 3211 1190 NA NA NA
1566079200.0 134.91 NA 32 336 0 NA NA NA NA 107 692 0 NA NA NA NA 303 6418 989 NA NA NA NA 340 3646 1273 NA NA NA
1566079200.0 134.912 NA 33 312 0 NA NA NA NA 98 560 0 NA NA NA NA 328 5515 669 NA NA NA NA 503 5803 1068 NA NA NA
1566079200.0 134.99601 NA 39 365 0 NA NA NA NA 102 735 0 NA NA NA NA 341 9147 854 NA NA NA NA 676 4071 931 NA NA NA
1566079200.0 134.99603 NA 29 341 0 NA NA NA NA 101 638 0 NA NA NA NA 334 8228 1009 NA NA NA NA 601 4482 1369 NA NA NA
1566079200.0 134.99901 NA 29 323 0 NA NA NA NA 109 693 0 NA NA NA NA 311 6534 982 NA NA NA NA 476 3580 1085 NA NA NA
1566079200.0 1341.0 NA 169 322 0 NA NA NA NA 499 605 0 NA NA NA NA 1772 2948 886 NA NA NA NA 1864 2708 1036 NA NA NA
1566079200.0 1343.0 NA 164 308 0 NA NA NA NA 492 625 0 NA NA NA NA 1627 2605 862 NA NA NA NA 1413 3408 1020 NA NA NA
1566079200.0 1347.0 NA 161 299 0 NA NA NA NA 495 598 0 NA NA NA NA 1750 2421 868 NA NA NA NA 1165 2842 1014 NA NA NA
1566079200.0 1348.0 NA 165 318 0 NA NA NA NA 519 599 0 NA NA NA NA 1834 2062 791 NA NA NA NA 2025 3232 1022 NA NA NA
1566079200.0 135.1 308 0 118 NA NA NA NA 864 0 219 NA NA NA NA 1784 501 921 NA NA NA NA 3297 774 957 NA NA NA NA
1566079200.0 135.11 324 0 124 NA NA NA NA 911 0 227 NA NA NA NA 1885 474 940 NA NA NA NA 1738 530 1051 NA NA NA NA
1566079200.0 135.12 302 0 118 NA NA NA NA 844 0 217 NA NA NA NA 1716 477 887 NA NA NA NA 2841 866 942 NA NA NA NA
